customer_id,promo_dependency_score,is_promo_dependent,purchase_freq_numeric,estimated_clv_proxy,value_composite,value_tier,satisfaction_flag,is_subscriber,loyalty_freq,loyalty_spend,customer_segment
30,1.0,1,52,2496,0.5384353741496599,High,1,1,0,1,High-Value Promo-Dependent
31,1.0,1,12,372,0.2197695744964652,Low,1,1,0,0,Low-Value Promo-Dependent
32,1.0,1,12,948,0.6170484860610911,High,1,1,0,1,High-Value Promo-Dependent
33,1.0,1,1,67,0.4407312925170068,Mid,1,1,0,0,Mid-Value Promo-Dependent
34,1.0,1,4,152,0.3939275710284113,Mid,0,1,0,0,Mid-Value Promo-Dependent
35,1.0,1,4,364,0.567141856742697,High,1,1,0,0,High-Value Promo-Dependent
36,1.0,1,26,858,0.5372932506335868,High,1,1,0,0,High-Value Promo-Dependent
37,1.0,1,26,1794,0.6600823662798453,High,1,1,0,1,High-Value Promo-Dependent
38,1.0,1,52,2340,0.4987244897959184,Mid,0,1,0,0,Mid-Value Promo-Dependent
39,1.0,1,4,148,0.3829581832733093,Mid,1,1,0,0,Mid-Value Promo-Dependent
40,1.0,1,12,720,0.3542083500066693,Mid,1,1,0,0,Mid-Value Promo-Dependent
41,1.0,1,4,304,0.4570228091236494,Mid,1,1,0,0,Mid-Value Promo-Dependent
42,1.0,1,1,39,0.3444727891156462,Low,1,1,0,0,Low-Value Promo-Dependent
43,1.0,1,1,100,0.4285714285714285,Mid,1,1,0,0,Mid-Value Promo-Dependent
44,1.0,1,26,1794,0.4900143390689609,Mid,0,1,0,0,Mid-Value Promo-Dependent
45,1.0,1,52,2756,0.7701530612244899,High,1,1,0,1,High-Value Promo-Dependent
46,1.0,1,1,21,0.1674319727891156,Low,0,1,0,0,Low-Value Promo-Dependent
47,1.0,1,4,172,0.4147609043617447,Mid,0,1,0,0,Mid-Value Promo-Dependent
48,1.0,1,52,2808,0.7130952380952381,High,1,1,0,1,High-Value Promo-Dependent
49,1.0,1,12,660,0.4694294384420434,Mid,0,1,0,0,Mid-Value Promo-Dependent
50,1.0,1,26,780,0.4295551553954915,Mid,1,1,0,0,Mid-Value Promo-Dependent
51,1.0,1,26,728,0.4552354275043351,Mid,1,1,0,0,Mid-Value Promo-Dependent
52,1.0,1,4,236,0.2229241696678671,Low,1,1,0,0,Low-Value Promo-Dependent
53,1.0,1,52,1040,0.5034013605442177,Mid,0,1,0,0,Mid-Value Promo-Dependent
54,1.0,1,52,1248,0.5812925170068027,High,1,1,0,1,High-Value Promo-Dependent
55,1.0,1,26,2444,0.7030245431505936,High,1,1,0,1,High-Value Promo-Dependent
56,1.0,1,1,28,0.3598639455782313,Mid,0,1,0,0,Mid-Value Promo-Dependent
57,1.0,1,52,3796,0.8602891156462585,High,1,1,0,1,High-Value Promo-Dependent
58,1.0,1,26,1664,0.4555755635587568,Mid,1,1,0,1,Mid-Value Promo-Dependent
59,1.0,1,12,648,0.4040382819794584,Mid,1,1,0,0,Mid-Value Promo-Dependent
60,1.0,1,52,4108,0.5995748299319729,High,1,1,0,1,High-Value Promo-Dependent
61,1.0,1,52,1924,0.5130102040816326,High,1,1,0,1,High-Value Promo-Dependent
62,1.0,1,4,272,0.3556622649059623,Mid,1,1,0,0,Mid-Value Promo-Dependent
63,1.0,1,26,546,0.3716469921301854,Mid,1,1,0,0,Mid-Value Promo-Dependent
64,1.0,1,52,4108,0.8648809523809523,High,0,1,0,0,High-Value Promo-Dependent
65,1.0,1,26,2158,0.5415449513138588,High,1,1,0,1,High-Value Promo-Dependent
66,1.0,1,4,144,0.3787915166066427,Mid,1,1,0,0,Mid-Value Promo-Dependent
67,1.0,1,4,376,0.341546618647459,Low,1,1,0,0,Low-Value Promo-Dependent
68,1.0,1,12,396,0.4525927037481659,Mid,1,1,0,0,Mid-Value Promo-Dependent
69,1.0,1,4,184,0.2639955982392957,Low,1,1,0,0,Low-Value Promo-Dependent
70,1.0,1,52,3640,0.5688775510204082,High,1,1,0,1,High-Value Promo-Dependent
71,1.0,1,4,116,0.2679921968787515,Low,1,1,0,0,Low-Value Promo-Dependent
72,1.0,1,1,48,0.341156462585034,Low,0,1,0,0,Low-Value Promo-Dependent
73,1.0,1,4,104,0.1806622649059623,Low,0,1,0,0,Low-Value Promo-Dependent
74,1.0,1,26,2210,0.7199463118580766,High,0,1,0,0,High-Value Promo-Dependent
75,1.0,1,12,696,0.2438342003468054,Low,1,1,0,0,Low-Value Promo-Dependent
76,1.0,1,1,85,0.4068877551020408,Mid,0,1,0,0,Mid-Value Promo-Dependent
77,1.0,1,12,516,0.3786131119114312,Mid,1,1,0,0,Mid-Value Promo-Dependent
78,1.0,1,26,1378,0.5389939309056956,High,0,1,0,0,High-Value Promo-Dependent
79,1.0,1,26,2366,0.7925653594771243,High,1,1,0,1,High-Value Promo-Dependent
80,1.0,1,4,384,0.6219887955182073,High,0,1,0,0,High-Value Promo-Dependent
81,1.0,1,4,288,0.3927370948379352,Mid,1,1,0,0,Mid-Value Promo-Dependent
82,1.0,1,4,384,0.5743697478991597,High,0,1,0,0,High-Value Promo-Dependent
83,1.0,1,4,112,0.1889955982392957,Low,1,1,0,0,Low-Value Promo-Dependent
84,1.0,1,52,2080,0.641156462585034,High,1,1,0,1,High-Value Promo-Dependent
85,1.0,1,4,128,0.3485194077631052,Low,1,1,0,0,Low-Value Promo-Dependent
86,1.0,1,26,2470,0.4827014138988929,Mid,1,1,0,1,Mid-Value Promo-Dependent
87,1.0,1,26,1066,0.5638238628784847,High,0,1,0,0,High-Value Promo-Dependent
88,1.0,1,26,1378,0.5934156996131786,High,0,1,0,0,High-Value Promo-Dependent
89,1.0,1,12,564,0.415687941843404,Mid,0,1,0,0,Mid-Value Promo-Dependent
90,1.0,1,4,332,0.3773459383753501,Mid,0,1,0,0,Mid-Value Promo-Dependent
91,1.0,1,12,576,0.3790382819794584,Mid,0,1,0,0,Mid-Value Promo-Dependent
92,1.0,1,4,396,0.4644207683073229,Mid,1,1,0,0,Mid-Value Promo-Dependent
93,1.0,1,4,348,0.380407162865146,Mid,1,1,0,0,Mid-Value Promo-Dependent
94,1.0,1,52,3224,0.8144557823129251,High,1,1,0,1,High-Value Promo-Dependent
95,1.0,1,52,3952,0.7503401360544218,High,1,1,0,1,High-Value Promo-Dependent
96,1.0,1,12,1200,0.7249566493263973,High,1,1,0,1,High-Value Promo-Dependent
97,1.0,1,4,292,0.526155462184874,High,1,1,0,0,High-Value Promo-Dependent
98,1.0,1,1,92,0.5448979591836735,High,1,1,0,0,High-Value Promo-Dependent
99,1.0,1,1,67,0.3250850340136054,Low,0,1,0,0,Low-Value Promo-Dependent
100,1.0,1,4,160,0.3206282513005202,Low,0,1,0,0,Low-Value Promo-Dependent
101,1.0,1,26,2548,0.6924803254635187,High,0,1,0,0,High-Value Promo-Dependent
102,1.0,1,26,2210,0.7675653594771242,High,1,1,0,1,High-Value Promo-Dependent
103,1.0,1,4,268,0.4467336934773909,Mid,1,1,0,0,Mid-Value Promo-Dependent
104,1.0,1,26,2314,0.5937558356676004,High,1,1,0,1,High-Value Promo-Dependent
105,1.0,1,12,288,0.0885620915032679,Low,1,1,0,0,Low-Value Promo-Dependent
106,1.0,1,1,96,0.3370748299319728,Low,0,1,0,0,Low-Value Promo-Dependent
107,1.0,1,12,420,0.3384770574896625,Low,0,1,0,0,Low-Value Promo-Dependent
108,1.0,1,26,1742,0.6653544751233826,High,0,1,0,0,High-Value Promo-Dependent
109,1.0,1,26,2054,0.6201163798852874,High,0,1,0,0,High-Value Promo-Dependent
110,1.0,1,26,2210,0.7199463118580766,High,0,1,0,0,High-Value Promo-Dependent
111,1.0,1,26,676,0.3584667200213419,Mid,1,1,0,0,Mid-Value Promo-Dependent
112,1.0,1,1,75,0.2835884353741496,Low,1,1,0,0,Low-Value Promo-Dependent
113,1.0,1,26,1690,0.5345721621982126,High,1,1,0,1,High-Value Promo-Dependent
114,1.0,1,4,216,0.2905262104841937,Low,0,1,0,0,Low-Value Promo-Dependent
115,1.0,1,52,4940,0.7002551020408164,High,0,1,0,0,High-Value Promo-Dependent
116,1.0,1,4,376,0.6476690676270508,High,1,1,0,0,High-Value Promo-Dependent
117,1.0,1,1,86,0.3498299319727891,Low,0,1,0,0,Low-Value Promo-Dependent
118,1.0,1,26,832,0.4038748832866479,Mid,1,1,0,0,Mid-Value Promo-Dependent
119,1.0,1,26,1170,0.444436107776444,Mid,1,1,0,1,Mid-Value Promo-Dependent
120,1.0,1,1,76,0.5258503401360545,High,1,1,0,0,High-Value Promo-Dependent
121,1.0,1,1,84,0.4775510204081633,Mid,1,1,0,0,Mid-Value Promo-Dependent
122,1.0,1,26,1872,0.4480925703614779,Mid,1,1,0,1,Mid-Value Promo-Dependent
123,1.0,1,26,1040,0.5392490329465119,High,1,1,0,1,High-Value Promo-Dependent
124,1.0,1,52,4628,0.9269557823129252,High,0,1,0,0,High-Value Promo-Dependent
125,1.0,1,1,86,0.6083333333333333,High,0,1,0,0,High-Value Promo-Dependent
126,1.0,1,4,216,0.460594237695078,Mid,0,1,0,0,Mid-Value Promo-Dependent
127,1.0,1,4,144,0.4060024009603841,Mid,1,1,0,0,Mid-Value Promo-Dependent
128,1.0,1,52,4628,0.7909013605442178,High,1,1,0,1,High-Value Promo-Dependent
129,1.0,1,26,832,0.349453114579165,Low,1,1,0,0,Low-Value Promo-Dependent
130,1.0,1,26,1742,0.6857626383886887,High,1,1,0,1,High-Value Promo-Dependent
131,1.0,1,26,1014,0.3241980125383486,Low,0,1,0,0,Low-Value Promo-Dependent
132,1.0,1,52,1508,0.6769557823129252,High,1,1,0,1,High-Value Promo-Dependent
133,1.0,1,52,3016,0.7705782312925171,High,1,1,0,1,High-Value Promo-Dependent
134,1.0,1,1,65,0.350765306122449,Mid,0,1,0,0,Mid-Value Promo-Dependent
135,1.0,1,12,1128,0.5434940642923837,High,1,1,0,1,High-Value Promo-Dependent
136,1.0,1,4,324,0.3486044417767107,Low,1,1,0,0,Low-Value Promo-Dependent
137,1.0,1,4,344,0.315016006402561,Low,0,1,0,0,Low-Value Promo-Dependent
138,1.0,1,52,2236,0.6808673469387756,High,1,1,0,1,High-Value Promo-Dependent
139,1.0,1,52,1508,0.6497448979591837,High,1,1,0,1,High-Value Promo-Dependent
140,1.0,1,1,95,0.5097789115646258,High,1,1,0,0,High-Value Promo-Dependent
141,1.0,1,52,1456,0.7000000000000001,High,1,1,0,1,High-Value Promo-Dependent
142,1.0,1,52,2392,0.7409863945578231,High,1,1,0,1,High-Value Promo-Dependent
143,1.0,1,26,1508,0.5394191009737228,High,0,1,0,0,High-Value Promo-Dependent
144,1.0,1,4,192,0.2995398159263705,Low,0,1,0,0,Low-Value Promo-Dependent
145,1.0,1,12,516,0.3309940642923836,Low,0,1,0,0,Low-Value Promo-Dependent
146,1.0,1,4,380,0.624624849939976,High,1,1,0,0,High-Value Promo-Dependent
147,1.0,1,26,780,0.3411197812458317,Low,1,1,0,0,Low-Value Promo-Dependent
148,1.0,1,26,1664,0.5508136587968521,High,0,1,0,0,High-Value Promo-Dependent
149,1.0,1,1,90,0.604591836734694,High,0,1,0,0,High-Value Promo-Dependent
150,1.0,1,12,912,0.3936641323195944,Mid,0,1,0,0,Mid-Value Promo-Dependent
151,1.0,1,4,384,0.4451180472188875,Mid,1,1,0,0,Mid-Value Promo-Dependent
152,1.0,1,1,47,0.1261054421768707,Low,1,1,0,0,Low-Value Promo-Dependent
153,1.0,1,1,85,0.5497448979591837,High,1,1,0,0,High-Value Promo-Dependent
154,1.0,1,1,55,0.2886904761904762,Low,0,1,0,0,Low-Value Promo-Dependent
155,1.0,1,4,392,0.4806622649059623,Mid,0,1,0,0,Mid-Value Promo-Dependent
156,1.0,1,4,308,0.3931622649059624,Mid,1,1,0,0,Mid-Value Promo-Dependent
157,1.0,1,1,26,0.2903061224489796,Low,1,1,0,0,Low-Value Promo-Dependent
158,1.0,1,26,1768,0.3633986928104575,Mid,0,1,0,0,Mid-Value Promo-Dependent
159,1.0,1,12,876,0.626062091503268,High,1,1,0,0,High-Value Promo-Dependent
160,1.0,1,4,108,0.3072779111644657,Low,1,1,0,0,Low-Value Promo-Dependent
161,1.0,1,12,276,0.3088852207549686,Low,1,1,0,0,Low-Value Promo-Dependent
162,1.0,1,26,1274,0.4747082166199813,Mid,0,1,0,0,Mid-Value Promo-Dependent
163,1.0,1,26,1924,0.5924803254635188,High,0,1,0,0,High-Value Promo-Dependent
164,1.0,1,52,3484,0.5767857142857142,High,0,1,0,0,High-Value Promo-Dependent
165,1.0,1,26,1690,0.3781095771641991,Mid,0,1,0,0,Mid-Value Promo-Dependent
166,1.0,1,12,720,0.2793784180338802,Low,0,1,0,0,Low-Value Promo-Dependent
167,1.0,1,12,372,0.3150076697345605,Low,1,1,0,0,Low-Value Promo-Dependent
168,1.0,1,4,108,0.1372098839535814,Low,1,1,0,0,Low-Value Promo-Dependent
169,1.0,1,26,2080,0.4406095771641991,Mid,0,1,0,0,Mid-Value Promo-Dependent
170,1.0,1,4,120,0.0748799519807923,Low,0,1,0,0,Low-Value Promo-Dependent
171,1.0,1,26,650,0.4903544751233826,Mid,0,1,0,0,Mid-Value Promo-Dependent
172,1.0,1,52,1820,0.4162414965986394,Mid,0,1,0,0,Mid-Value Promo-Dependent
173,1.0,1,26,1742,0.6381435907696412,High,1,1,0,1,High-Value Promo-Dependent
174,1.0,1,1,46,0.3056122448979592,Low,0,1,0,0,Low-Value Promo-Dependent
175,1.0,1,1,35,0.3073979591836734,Low,0,1,0,0,Low-Value Promo-Dependent
176,1.0,1,1,86,0.2818027210884353,Low,0,1,0,0,Low-Value Promo-Dependent
177,1.0,1,4,324,0.4710534213685474,Mid,0,1,0,0,Mid-Value Promo-Dependent
178,1.0,1,12,504,0.4764872615712952,Mid,0,1,0,0,Mid-Value Promo-Dependent
179,1.0,1,4,172,0.2514955982392957,Low,1,1,0,0,Low-Value Promo-Dependent
180,1.0,1,26,806,0.2636537948512738,Low,1,1,0,0,Low-Value Promo-Dependent
181,1.0,1,26,2106,0.4923952914499133,Mid,0,1,0,0,Mid-Value Promo-Dependent
182,1.0,1,52,3172,0.5245748299319728,High,1,1,0,1,High-Value Promo-Dependent
183,1.0,1,1,96,0.377891156462585,Mid,0,1,0,0,Mid-Value Promo-Dependent
184,1.0,1,52,1508,0.5409013605442178,High,0,1,0,0,High-Value Promo-Dependent
185,1.0,1,26,858,0.4828714819261037,Mid,0,1,0,0,Mid-Value Promo-Dependent
186,1.0,1,26,832,0.4378884887288248,Mid,1,1,0,0,Mid-Value Promo-Dependent
187,1.0,1,1,56,0.3540816326530612,Mid,0,1,0,0,Mid-Value Promo-Dependent
188,1.0,1,26,2444,0.4717320261437909,Mid,0,1,0,0,Mid-Value Promo-Dependent
189,1.0,1,26,1378,0.328109577164199,Low,0,1,0,0,Low-Value Promo-Dependent
190,1.0,1,52,4264,0.6120748299319728,High,1,1,0,1,High-Value Promo-Dependent
191,1.0,1,4,280,0.5476690676270508,High,0,1,0,0,High-Value Promo-Dependent
192,1.0,1,4,304,0.4434173669467787,Mid,1,1,0,0,Mid-Value Promo-Dependent
193,1.0,1,26,754,0.2757286247832466,Low,0,1,0,0,Low-Value Promo-Dependent
194,1.0,1,1,100,0.5238095238095238,High,0,1,0,0,High-Value Promo-Dependent
195,1.0,1,4,376,0.4231792717086834,Mid,0,1,0,0,Mid-Value Promo-Dependent
196,1.0,1,12,300,0.3172185540883019,Low,1,1,0,0,Low-Value Promo-Dependent
197,1.0,1,26,2288,0.7188408696812058,High,1,1,0,1,High-Value Promo-Dependent
198,1.0,1,12,936,0.5856709350406829,High,0,1,0,0,High-Value Promo-Dependent
199,1.0,1,26,1170,0.5260687608376684,High,1,1,0,1,High-Value Promo-Dependent
200,1.0,1,52,3796,0.7650510204081633,High,1,1,0,1,High-Value Promo-Dependent
201,1.0,1,12,732,0.4332049486461251,Mid,0,1,0,0,Mid-Value Promo-Dependent
202,1.0,1,1,22,0.1035714285714285,Low,1,1,0,0,Low-Value Promo-Dependent
203,1.0,1,1,38,0.2926870748299319,Low,0,1,0,0,Low-Value Promo-Dependent
204,1.0,1,52,1976,0.5239795918367347,High,0,1,0,0,High-Value Promo-Dependent
205,1.0,1,26,2600,0.7280245431505935,High,1,1,0,1,High-Value Promo-Dependent
206,1.0,1,52,3328,0.6799319727891157,High,0,1,0,0,High-Value Promo-Dependent
207,1.0,1,26,1430,0.3432456315859677,Low,1,1,0,1,Low-Value Promo-Dependent
208,1.0,1,26,2366,0.5680755635587568,High,0,1,0,0,High-Value Promo-Dependent
209,1.0,1,12,456,0.2557389622515673,Low,1,1,0,0,Low-Value Promo-Dependent
210,1.0,1,4,388,0.6329581832733093,High,0,1,0,0,High-Value Promo-Dependent
211,1.0,1,26,572,0.2057456315859677,Low,0,1,0,0,Low-Value Promo-Dependent
212,1.0,1,26,2392,0.762718420701614,High,1,1,0,1,High-Value Promo-Dependent
213,1.0,1,1,84,0.3074829931972789,Low,1,1,0,0,Low-Value Promo-Dependent
214,1.0,1,4,372,0.3918017206882753,Mid,1,1,0,0,Mid-Value Promo-Dependent
215,1.0,1,4,200,0.4167166866746699,Mid,1,1,0,0,Mid-Value Promo-Dependent
216,1.0,1,26,1664,0.5031946111778045,Mid,0,1,0,0,Mid-Value Promo-Dependent
217,1.0,1,52,3172,0.6402210884353742,High,0,1,0,0,High-Value Promo-Dependent
218,1.0,1,1,48,0.2731292517006802,Low,0,1,0,0,Low-Value Promo-Dependent
219,1.0,1,4,180,0.1713935574229691,Low,0,1,0,0,Low-Value Promo-Dependent
220,1.0,1,26,2288,0.5215619581165799,High,0,1,0,0,High-Value Promo-Dependent
221,1.0,1,26,1482,0.6372932506335868,High,0,1,0,0,High-Value Promo-Dependent
222,1.0,1,4,272,0.2536214485794317,Low,1,1,0,0,Low-Value Promo-Dependent
223,1.0,1,26,2444,0.5601674002934508,High,1,1,0,1,High-Value Promo-Dependent
224,1.0,1,1,41,0.3119897959183673,Low,1,1,0,0,Low-Value Promo-Dependent
225,1.0,1,4,332,0.356937775110044,Mid,0,1,0,0,Mid-Value Promo-Dependent
226,1.0,1,1,22,0.076360544217687,Low,0,1,0,0,Low-Value Promo-Dependent
227,1.0,1,12,888,0.3241063091903428,Low,0,1,0,0,Low-Value Promo-Dependent
228,1.0,1,26,2340,0.6183306655995732,High,1,1,0,1,High-Value Promo-Dependent
229,1.0,1,1,79,0.3138605442176871,Low,0,1,0,0,Low-Value Promo-Dependent
230,1.0,1,4,112,0.2298119247699079,Low,1,1,0,0,Low-Value Promo-Dependent
231,1.0,1,1,88,0.569047619047619,High,1,1,0,0,High-Value Promo-Dependent
232,1.0,1,4,104,0.1602541016406562,Low,0,1,0,0,Low-Value Promo-Dependent
233,1.0,1,26,702,0.4034497132186208,Mid,1,1,0,0,Mid-Value Promo-Dependent
234,1.0,1,4,332,0.4589785914365746,Mid,1,1,0,0,Mid-Value Promo-Dependent
235,1.0,1,52,2028,0.5689625850340136,High,0,1,0,0,High-Value Promo-Dependent
236,1.0,1,4,356,0.5111894757903162,High,0,1,0,0,High-Value Promo-Dependent
237,1.0,1,26,1768,0.6219020941710017,High,0,1,0,0,High-Value Promo-Dependent
238,1.0,1,26,2340,0.6931605975723624,High,0,1,0,0,High-Value Promo-Dependent
239,1.0,1,1,34,0.0855442176870748,Low,1,1,0,0,Low-Value Promo-Dependent
240,1.0,1,26,1326,0.6054905295451514,High,0,1,0,0,High-Value Promo-Dependent
241,1.0,1,26,1170,0.4580415499533146,Mid,0,1,0,0,Mid-Value Promo-Dependent
242,1.0,1,26,2288,0.7324463118580765,High,1,1,0,1,High-Value Promo-Dependent
243,1.0,1,4,340,0.5557472989195679,High,1,1,0,0,High-Value Promo-Dependent
244,1.0,1,12,1200,0.4256369214352408,Mid,0,1,0,0,Mid-Value Promo-Dependent
245,1.0,1,52,2184,0.6835034013605442,High,1,1,0,1,High-Value Promo-Dependent
246,1.0,1,26,1378,0.6002184207016139,High,0,1,0,0,High-Value Promo-Dependent
247,1.0,1,26,2236,0.5676503934907297,High,0,1,0,0,High-Value Promo-Dependent
248,1.0,1,52,3432,0.6134353741496599,High,1,1,0,1,High-Value Promo-Dependent
249,1.0,1,52,5200,0.8843537414965986,High,1,1,0,1,High-Value Promo-Dependent
250,1.0,1,1,47,0.2281462585034014,Low,1,1,0,0,Low-Value Promo-Dependent
251,1.0,1,52,1300,0.4085884353741496,Mid,1,1,0,1,Mid-Value Promo-Dependent
252,1.0,1,1,51,0.353656462585034,Mid,0,1,0,0,Mid-Value Promo-Dependent
253,1.0,1,26,1066,0.4685857676403895,Mid,1,1,0,1,Mid-Value Promo-Dependent
254,1.0,1,26,1898,0.4794701213818861,Mid,1,1,0,1,Mid-Value Promo-Dependent
255,1.0,1,26,1092,0.2754735227424302,Low,0,1,0,0,Low-Value Promo-Dependent
256,1.0,1,1,20,0.1632653061224489,Low,1,1,0,0,Low-Value Promo-Dependent
257,1.0,1,4,120,0.1905262104841937,Low,1,1,0,0,Low-Value Promo-Dependent
258,1.0,1,4,212,0.1843187274909964,Low,1,1,0,0,Low-Value Promo-Dependent
259,1.0,1,4,296,0.3466486594637856,Low,0,1,0,0,Low-Value Promo-Dependent
260,1.0,1,1,57,0.2357993197278911,Low,0,1,0,0,Low-Value Promo-Dependent
261,1.0,1,4,228,0.2418017206882753,Low,0,1,0,0,Low-Value Promo-Dependent
262,1.0,1,1,77,0.3735544217687074,Mid,1,1,0,0,Mid-Value Promo-Dependent
263,1.0,1,1,40,0.1173469387755102,Low,1,1,0,0,Low-Value Promo-Dependent
264,1.0,1,12,552,0.3707049486461251,Mid,1,1,0,0,Mid-Value Promo-Dependent
265,1.0,1,1,78,0.3369047619047619,Low,1,1,0,0,Low-Value Promo-Dependent
266,1.0,1,26,1534,0.4347422302254235,Mid,0,1,0,0,Mid-Value Promo-Dependent
267,1.0,1,52,3900,0.7733843537414966,High,0,1,0,0,High-Value Promo-Dependent
268,1.0,1,1,54,0.420578231292517,Mid,1,1,0,0,Mid-Value Promo-Dependent
269,1.0,1,12,504,0.2996165132719754,Low,0,1,0,0,Low-Value Promo-Dependent
270,1.0,1,26,1144,0.3178204615179404,Low,0,1,0,0,Low-Value Promo-Dependent
271,1.0,1,1,52,0.2353741496598639,Low,1,1,0,0,Low-Value Promo-Dependent
272,1.0,1,26,1794,0.6464769241029745,High,1,1,0,1,High-Value Promo-Dependent
273,1.0,1,26,676,0.433296651994131,Mid,1,1,0,0,Mid-Value Promo-Dependent
274,1.0,1,4,132,0.2846588635454182,Low,1,1,0,0,Low-Value Promo-Dependent
275,1.0,1,26,832,0.3970721621982125,Mid,0,1,0,0,Mid-Value Promo-Dependent
276,1.0,1,52,4420,0.6857993197278911,High,1,1,0,1,High-Value Promo-Dependent
277,1.0,1,26,780,0.2730925703614779,Low,0,1,0,0,Low-Value Promo-Dependent
278,1.0,1,26,754,0.4389939309056956,Mid,0,1,0,0,Mid-Value Promo-Dependent
279,1.0,1,1,95,0.4621598639455782,Mid,0,1,0,0,Mid-Value Promo-Dependent
280,1.0,1,12,828,0.5209600506869415,High,1,1,0,0,High-Value Promo-Dependent
281,1.0,1,26,1794,0.5036197812458317,Mid,1,1,0,1,Mid-Value Promo-Dependent
282,1.0,1,26,1586,0.4770891690009337,Mid,0,1,0,0,Mid-Value Promo-Dependent
283,1.0,1,12,1128,0.4346505268774176,Mid,0,1,0,0,Mid-Value Promo-Dependent
284,1.0,1,1,30,0.1437074829931972,Low,0,1,0,0,Low-Value Promo-Dependent
285,1.0,1,4,180,0.1441826730692277,Low,0,1,0,0,Low-Value Promo-Dependent
286,1.0,1,26,1014,0.2561708016539949,Low,1,1,0,1,Low-Value Promo-Dependent
287,1.0,1,1,51,0.1631802721088435,Low,0,1,0,0,Low-Value Promo-Dependent
288,1.0,1,26,962,0.3498782846471922,Low,0,1,0,0,Low-Value Promo-Dependent
289,1.0,1,26,1612,0.5628884887288249,High,0,1,0,0,High-Value Promo-Dependent
290,1.0,1,12,1020,0.512796785380819,High,1,1,0,1,High-Value Promo-Dependent
291,1.0,1,52,1716,0.7208333333333333,High,0,1,0,0,High-Value Promo-Dependent
292,1.0,1,12,312,0.3622015472855809,Mid,0,1,0,0,Mid-Value Promo-Dependent
293,1.0,1,4,396,0.5052370948379352,Mid,1,1,0,0,Mid-Value Promo-Dependent
294,1.0,1,1,39,0.2968537414965986,Low,0,1,0,0,Low-Value Promo-Dependent
295,1.0,1,4,80,0.1420568227290916,Low,1,1,0,0,Low-Value Promo-Dependent
296,1.0,1,4,168,0.2677370948379352,Low,0,1,0,0,Low-Value Promo-Dependent
297,1.0,1,52,3848,0.6807823129251701,High,1,1,0,1,High-Value Promo-Dependent
298,1.0,1,26,676,0.2088068560757636,Low,1,1,0,0,Low-Value Promo-Dependent
299,1.0,1,4,212,0.2251350540216086,Low,1,1,0,0,Low-Value Promo-Dependent
